,X,Y,OBJECTID,ADDRTYPE,LOCATION,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,INCDATE,SDOT_COLCODE,ROADCOND
211969,-122.3720409,47.69666539,211970,Block,HOLMAN RD NW BETWEEN 13TH E AVE NW AND 12TH AVE NW,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2020-03-15 00:00:00+00:00,11.0,Dry
211970,-122.3358275,47.61263329,211971,Block,6TH AVE BETWEEN PINE ST AND OLIVE WAY,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020-01-16 00:00:00+00:00,11.0,Dry
211972,-122.3051014,47.55970981,211973,Block,S COLUMBIAN WAY BETWEEN COLUMBIA DR S AND BEACON WR AVE S,1,Property Damage Only Collision,Sideswipe,5,0,0,2,0,0,0,2020-01-05 00:00:00+00:00,11.0,Dry
211974,-122.3253062,47.60532163,211975,Block,JAMES ST BETWEEN 8TH AVE AND 9TH AVE,1,Property Damage Only Collision,Other,6,0,0,2,0,0,0,2020-01-23 00:00:00+00:00,11.0,Wet
211977,-122.3558982,47.62956865,211978,Intersection,HIGHLAND DR AND HIGHLAND UPPER DR,1,Property Damage Only Collision,Rear Ended,3,0,0,2,0,0,0,2020-03-04 00:00:00+00:00,14.0,Dry
211980,-122.3268197,47.61707676,211981,Intersection,BELLEVUE AVE AND E OLIVE WAY,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-03-10 00:00:00+00:00,11.0,Dry
211981,-122.3330981,47.60965503,211982,Block,6TH AVE BETWEEN UNIVERSITY ST AND UNION ST,0,Unknown,,0,0,0,0,0,0,0,2020-02-28 00:00:00+00:00,0.0,
211983,-122.3762226,47.65698919,211984,Block,BALLARD BR BETWEEN 15TH AVE W AND POINT A,1,Property Damage Only Collision,Head On,2,0,0,2,0,0,0,2020-01-11 00:00:00+00:00,11.0,Wet
211986,-122.3719933,47.57208399,211987,Intersection,SW ADMIRAL WAY AND SW ADMIRAL WY OFF RP,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2020-02-16 00:00:00+00:00,11.0,
211987,-122.3816323,47.68684553,211988,Block,NW 80TH ST BETWEEN 19TH AVE NW AND 20TH AVE NW,1,Property Damage Only Collision,Angles,3,0,0,3,0,0,0,2020-03-31 00:00:00+00:00,11.0,Wet
211990,-122.3351198,47.61018166,211991,Block,5TH AVE BETWEEN UNION ST AND PIKE ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-01-10 00:00:00+00:00,11.0,Wet
211992,-122.3411008,47.61134764,211993,Block,2ND AVE BETWEEN STEWART ST AND VIRGINIA ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020-03-26 00:00:00+00:00,11.0,Dry
211994,-122.3342767,47.62257974,211995,Block,FAIRVIEW AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2020-01-21 00:00:00+00:00,11.0,
211995,-122.3344369,47.57151424,211996,Block,WEST SEATTLE BR EB BETWEEN W SEA BR EB 4 AV OFF RP AND 1ST AV S OFF RP,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020-01-22 00:00:00+00:00,14.0,Wet
211996,-122.3918662,47.67765406,211997,Intersection,EARL AVE NW AND NW 67TH ST,2,Injury Collision,Angles,3,0,0,3,2,0,0,2020-01-30 00:00:00+00:00,11.0,Wet
211998,-122.3286106,47.6296551,211999,Block,EASTLAKE AVE E BETWEEN PROSPECT ST AND E NELSON PL,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020-01-18 00:00:00+00:00,26.0,Dry
211999,-122.3360291,47.61117493,212000,Block,5TH AVE BETWEEN PIKE ST AND PINE ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020-01-13 00:00:00+00:00,11.0,Wet
212001,-122.342646,47.61636456,212002,Block,BELL ST BETWEEN 5TH AVE AND 6TH AVE,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020-01-31 00:00:00+00:00,11.0,Wet
212002,-122.2961906,47.6135298,212003,Block,M L KING JR WAY BETWEEN E UNION ST AND E PIKE ST,2,Injury Collision,,2,0,0,0,1,0,0,2020-02-14 00:00:00+00:00,16.0,
212004,-122.3346498,47.52981062,212005,Intersection,1ST AV S OFF RP AND SR509 SB,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020-01-17 00:00:00+00:00,26.0,Wet
212005,-122.3341251,47.54266773,212006,Block,1ST AV S BR NB BETWEEN POINT B AND POINT A,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020-01-21 00:00:00+00:00,14.0,Wet
212006,-122.3014102,47.61354587,212007,Block,24TH AVE BETWEEN E UNION ST AND E PIKE ST,0,Unknown,,0,0,0,0,0,0,0,2020-01-12 00:00:00+00:00,11.0,
212008,-122.308653,47.62604833,212009,Block,18TH AVE E BETWEEN E ROY ST AND E ALOHA ST,0,Unknown,,2,0,0,0,0,0,0,2020-03-04 00:00:00+00:00,13.0,
212011,-122.326727,47.61886143,212012,Block,BELLEVUE AVE E BETWEEN E DENNY WAY AND E LORETTA PL,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2020-01-08 00:00:00+00:00,11.0,
212012,-122.3317149,47.62254248,212013,Block,PONTIUS AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2020-01-19 00:00:00+00:00,11.0,
212014,-122.2880957,47.55123027,212015,Intersection,M L KING JR WR WAY S AND S ORCAS ST,2,Injury Collision,Angles,4,0,0,2,1,0,0,2020-03-07 00:00:00+00:00,11.0,Unknown
212017,-122.3472149,47.68730254,212018,Block,LINDEN AVE N BETWEEN N 80TH ST AND N 81ST ST,0,Unknown,,0,0,0,0,0,0,0,2020-03-21 00:00:00+00:00,14.0,
212024,-122.3047543,47.61935847,212025,Block,21ST AVE E BETWEEN E DENNY WAY AND E JOHN ST,0,Unknown,,0,0,0,0,0,0,0,2020-03-20 00:00:00+00:00,11.0,
212026,-122.3268197,47.61707676,212027,Intersection,BELLEVUE AVE AND E OLIVE WAY,2,Injury Collision,Left Turn,2,0,0,2,1,0,0,2020-01-29 00:00:00+00:00,11.0,Wet
212027,-122.3550827,47.5247061,212028,Intersection,16TH AVE SW AND SW TRENTON ST,2,Injury Collision,Angles,2,0,0,2,1,0,0,2020-03-25 00:00:00+00:00,11.0,Unknown
212028,-122.3127486,47.73395173,212029,Intersection,15TH AVE NE AND NE 145TH ST,2,Injury Collision,Right Turn,3,0,0,2,1,0,0,2020-01-09 00:00:00+00:00,14.0,Wet
212029,-122.3235668,47.62598477,212030,Block,BOYLSTON AVE E BETWEEN E ROY W ST AND E ALOHA ST,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2020-01-22 00:00:00+00:00,11.0,
212032,-122.2756724,47.54578659,212033,Block,RAINIER AVE S BETWEEN S GRAHAM ST AND 46TH AVE S,1,Property Damage Only Collision,Parked Car,3,0,0,3,0,0,0,2020-03-27 00:00:00+00:00,11.0,Dry
212034,-122.2700137,47.51770956,212035,Block,51ST AVE S BETWEEN S CAMBRIDGE ST AND RENTON AVE S,1,Property Damage Only Collision,Parked Car,3,0,0,3,0,0,0,2020-04-11 00:00:00+00:00,14.0,Dry
212035,-122.3355865,47.60398224,212036,Intersection,1ST AVE AND MARION ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020-02-05 00:00:00+00:00,11.0,Wet
212036,-122.3137639,47.56986598,212037,Intersection,15TH AVS TURN RD AND S COLUMBIAN WAY,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,0,2020-03-15 00:00:00+00:00,11.0,Dry
212037,-122.34507,47.73167415,212038,Block,AURORA AVE N BETWEEN N 141ST ST AND N 143RD ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-03-12 00:00:00+00:00,14.0,Dry
212038,-122.3207492,47.60571969,212039,Block,BROADWAY BETWEEN TERRACE ST AND JEFFERSON ST,0,Unknown,,0,0,0,0,0,0,0,2020-02-03 00:00:00+00:00,0.0,
212039,-122.3604505,47.53007875,212040,Block,DELRIDGE WAY SW BETWEEN SW KENYON ST AND SW THISTLE ST,2,Injury Collision,Other,2,0,0,1,1,0,0,2020-04-03 00:00:00+00:00,26.0,Dry
212040,-122.2856311,47.54605725,212041,Intersection,M L KING JR WR WAY S AND S GRAHAM ST,1,Property Damage Only Collision,Head On,3,0,0,2,0,0,0,2020-02-24 00:00:00+00:00,14.0,Dry
212041,-122.3930277,47.68585295,212042,Block,28TH AVE NW BETWEEN NW 77TH ST AND NW 80TH ST,0,Unknown,,2,0,0,0,0,0,0,2020-03-03 00:00:00+00:00,13.0,
212042,-122.3173632,47.67582933,212043,Intersection,ROOSEVELT WAY NE AND NE 65TH ST,2,Injury Collision,Angles,3,0,0,2,1,0,0,2020-03-03 00:00:00+00:00,11.0,Wet
212043,-122.3607058,47.69785184,212044,Intersection,3RD AVE NW AND NW 95TH ST,2,Injury Collision,Angles,2,0,0,2,1,0,0,2020-01-17 00:00:00+00:00,11.0,Wet
212046,-122.3409151,47.61592967,212047,Intersection,6TH AVE AND BLANCHARD ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020-01-29 00:00:00+00:00,11.0,Wet
212047,-122.3450961,47.54736919,212048,Block,WEST MARGINAL WAY SW BETWEEN SW BRANDON ST AND SW FRONT ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020-01-27 00:00:00+00:00,14.0,Wet
212050,-122.3126874,47.72938561,212051,Block,15TH AVE NE BETWEEN NE 137TH ST AND NE 140TH ST,2b,Serious Injury Collision,Pedestrian,2,1,0,1,1,1,0,2020-02-19 00:00:00+00:00,24.0,Dry
212051,-122.3083901,47.58732621,212052,Block,19TH AVE S BETWEEN S STATE ST AND S GRAND ST,2,Injury Collision,Parked Car,3,0,0,2,2,0,0,2020-01-26 00:00:00+00:00,11.0,Unknown
212052,-122.3867767,47.56201042,212053,Block,CALIFORNIA AVE SW BETWEEN SW OREGON ST AND SW ALASKA ST,0,Unknown,,0,0,0,0,0,0,0,2020-03-05 00:00:00+00:00,0.0,
212057,-122.3475966,47.62149011,212058,Block,5TH AVE N BETWEEN BROAD ST AND HARRISON ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020-02-26 00:00:00+00:00,11.0,Dry
212060,-122.3326402,47.60916022,212061,Intersection,6TH AVE AND UNIVERSITY ST,1,Property Damage Only Collision,,1,0,0,0,0,0,0,2020-04-14 00:00:00+00:00,11.0,
212061,-122.3167819,47.60169337,212062,Intersection,12TH AVE AND E YESLER WAY,2,Injury Collision,Angles,2,0,0,2,1,0,0,2020-03-09 00:00:00+00:00,11.0,
212065,-122.3604846,47.52399655,212066,Block,DELRIDGE WAY SW BETWEEN SW TRENTON ST AND 21ST S AVE SW,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020-03-21 00:00:00+00:00,26.0,Dry
212066,-122.3173142,47.54892946,212067,Block,12TH AVE S BETWEEN S VALE ST AND S HARNEY ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-02-13 00:00:00+00:00,11.0,Dry
212067,-122.3186692,47.55101695,212068,Block,AIRPORT WAY S BETWEEN S CARSTENS PL AND S HOMER ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-01-27 00:00:00+00:00,16.0,Dry
212069,-122.3408073,47.69779479,212070,Intersection,INTERLAKE AVE N AND N 95TH ST,0,Unknown,,0,0,0,0,0,0,0,2020-01-23 00:00:00+00:00,0.0,
212070,-122.3950139,47.55393684,212071,Intersection,49TH AVE SW AND SW BRANDON ST,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2020-03-16 00:00:00+00:00,11.0,
212071,-122.3130845,47.59791265,212072,Block,RAINIER AVE S BETWEEN S KING ST AND S WELLER ST,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020-02-01 00:00:00+00:00,26.0,Dry
212072,-122.3377875,47.60306058,212073,Intersection,ALASKAN WAY AND MARION ST,1,Property Damage Only Collision,Left Turn,3,0,0,2,0,0,0,2020-03-11 00:00:00+00:00,11.0,Dry
212075,-122.3020376,47.62780843,212076,Block,TURNER WAY E BETWEEN 23RD AVE E AND 24TH AVE E,1,Property Damage Only Collision,Other,2,0,0,1,0,0,0,2020-04-11 00:00:00+00:00,28.0,Dry
212077,-122.3181339,47.71944964,212078,Intersection,ROOSEVELT WAY NE AND NE 125TH S ST,1,Property Damage Only Collision,Angles,4,0,0,2,0,0,0,2020-02-07 00:00:00+00:00,11.0,Wet
212078,-122.3094784,47.58296798,212079,Intersection,18TH AVE S AND S COLLEGE ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020-03-11 00:00:00+00:00,14.0,Wet
212079,-122.3893064,47.5793322,212080,Intersection,45TH AVE SW AND SW LANDER ST,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2020-03-06 00:00:00+00:00,11.0,Wet
212083,-122.3767636,47.67776766,212084,Intersection,15TH AVE NW AND NW 67TH ST,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2020-01-06 00:00:00+00:00,24.0,Wet
212087,-122.2908746,47.70478491,212088,Intersection,35TH AVE NE AND NE 105TH ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020-01-08 00:00:00+00:00,11.0,Wet
212088,-122.3554489,47.70471993,212089,Block,GREENWOOD AVE N BETWEEN N 104TH ST AND HOLMAN RD N,1,Property Damage Only Collision,Rear Ended,4,0,0,3,0,0,0,2020-03-10 00:00:00+00:00,14.0,Dry
212089,-122.3741313,47.54662663,212090,Block,SW GRAHAM ST BETWEEN LANHAM PL SW AND 34TH AVE SW,1,Property Damage Only Collision,Head On,2,0,0,2,0,0,0,2020-03-25 00:00:00+00:00,11.0,Dry
212091,-122.3445612,47.61222096,212092,Block,1ST AVE BETWEEN LENORA ST AND BLANCHARD ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-01-19 00:00:00+00:00,11.0,Dry
212096,-122.2790134,47.52611725,212097,Intersection,M L KING JR ER WAY S AND S CLOVERDALE ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020-03-13 00:00:00+00:00,11.0,Dry
212098,-122.3284354,47.68225379,212099,Block,EAST GREEN LAKE DR N BETWEEN LATONA AVE NE AND SUNNYSIDE AVE N,2,Injury Collision,,2,0,0,0,1,0,0,2020-03-25 00:00:00+00:00,11.0,
212099,-122.2810069,47.68394159,212100,Block,44TH AVE NE BETWEEN NE 75TH ST AND NE 77TH ST,2,Injury Collision,,2,0,0,0,1,0,0,2020-04-05 00:00:00+00:00,14.0,
212100,-122.3007819,47.61157694,212101,Block,E SPRING ST BETWEEN 24TH AVE AND 25TH AVE,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2020-01-22 00:00:00+00:00,14.0,
212101,-122.2773778,47.66808922,212102,Block,47TH AVE NE BETWEEN NE 54TH ST AND SAND POINT WAY NE,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2020-02-03 00:00:00+00:00,14.0,
212103,-122.3738838,47.63918389,212104,Block,13TH AVE W BETWEEN W BOSTON ST AND GILMAN DR W,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-03-27 00:00:00+00:00,11.0,Wet
212104,-122.3576839,47.6482167,212105,Block,QUEEN ANNE AVE N BETWEEN ETRURIA ST AND DRAVUS ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-02-12 00:00:00+00:00,0.0,Dry
212106,-122.3822077,47.5811623,212107,Block,SW ADMIRAL WAY BETWEEN 39TH AVE SW AND WALNUT AVE SW,2,Injury Collision,Other,4,0,0,1,4,0,0,2020-03-13 00:00:00+00:00,26.0,Wet
212107,-122.3327182,47.61694494,212108,Intersection,BOREN AVE AND STEWART ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020-03-10 00:00:00+00:00,11.0,Dry
212108,-122.3148825,47.69354009,212109,Block,12TH AVE NE BETWEEN NE 89TH ST AND NE 90TH ST,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2020-04-12 00:00:00+00:00,11.0,
212111,-122.314015,47.53476481,212112,Block,EAST MARGINAL WAY S BETWEEN 14TH AVE S AND 16TH AVE S,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-02-27 00:00:00+00:00,0.0,Dry
212112,-122.3523396,47.64732794,212113,Block,NICKERSON ST BETWEEN ETRURIA ST AND FLORENTIA ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020-01-15 00:00:00+00:00,11.0,Wet
212115,-122.3761392,47.63415878,212116,Block,15TH AVE W BETWEEN MAGNOLIA BR AND W BLAINE ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020-02-10 00:00:00+00:00,14.0,Dry
212116,-122.3511339,47.57094178,212117,Block,WEST SEATTLE BR EB BETWEEN ALASKAN WY VI NB ON RP AND DELRIDGE-W SEATTLE BR EB ON RP,1,Property Damage Only Collision,Sideswipe,4,0,0,3,0,0,0,2020-01-22 00:00:00+00:00,16.0,Wet
212118,-122.3136494,47.62195101,212119,Intersection,MALDEN AVE E AND E HARRISON ST,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2020-01-17 00:00:00+00:00,11.0,Wet
212120,-122.2892903,47.61346877,212121,Block,34TH AVE BETWEEN E UNION ST AND E PIKE ST,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020-01-17 00:00:00+00:00,28.0,Wet
212121,-122.3331039,47.60797946,212122,Intersection,5TH AVE AND SENECA ST,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2020-02-28 00:00:00+00:00,11.0,
212124,-122.3216834,47.54674636,212125,Block,CORSON AVE S BETWEEN S MICHIGAN ST AND S EDDY ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-04-04 00:00:00+00:00,14.0,Dry
212125,-122.3941263,47.5895027,212126,Block,ALKI AVE SW BETWEEN SW ARKANSAS ST AND SW HAMPSHIRE ST,2,Injury Collision,Parked Car,9,0,0,4,6,0,0,2020-03-29 00:00:00+00:00,14.0,Dry
212127,-122.3305015,47.71765741,212128,Block,CORLISS AVE N BETWEEN N 122ND ST AND N 122ND PL,2,Injury Collision,Parked Car,2,0,0,2,1,0,0,2020-04-15 00:00:00+00:00,14.0,Dry
212131,-122.2788422,47.52376725,212132,Block,M L KING JR ER WAY S BETWEEN S TRENTON ST AND S HENDERSON ST,2b,Serious Injury Collision,Other,1,0,0,1,1,1,0,2020-03-29 00:00:00+00:00,26.0,Wet
212133,-122.3170673,47.64406541,212134,Block,BOYER AVE E BETWEEN BOYER UPPER AVE E AND E EDGAR ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-02-06 00:00:00+00:00,13.0,Dry
212134,-122.3767994,47.68872437,212135,Intersection,15TH AVE NW AND NW 83RD ST,1,Property Damage Only Collision,Rear Ended,3,0,0,2,0,0,0,2020-03-25 00:00:00+00:00,14.0,Wet
212137,-122.3115478,47.60710904,212138,Block,16TH AVE BETWEEN E JEFFERSON ST AND E CHERRY ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-02-07 00:00:00+00:00,14.0,Dry
212138,-122.2979159,47.61890846,212139,Block,E DENNY WAY BETWEEN 26TH AVE AND 27TH AVE,1,Property Damage Only Collision,,4,0,0,0,0,0,0,2020-04-02 00:00:00+00:00,14.0,
212143,-122.3854581,47.56107185,212144,Intersection,42ND AVE SW AND SW ALASKA ST,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2020-03-13 00:00:00+00:00,24.0,
212144,-122.3245337,47.57980669,212145,Intersection,7TH AVE S AND S LANDER ST,2,Injury Collision,Other,2,0,0,2,1,0,0,2020-03-16 00:00:00+00:00,25.0,Dry
212145,-122.2886003,47.53202809,212146,Block,BEACON WR AVE S BETWEEN S CHICAGO ST AND S KENYON ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-03-07 00:00:00+00:00,14.0,Dry
212147,-122.3174433,47.60268714,212148,Block,E FIR ST BETWEEN 11TH AVE AND 12TH AVE,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-01-15 00:00:00+00:00,12.0,Snow/Slush
212149,-122.333993,47.70866307,212150,Intersection,MERIDIAN AVE N AND N NORTHGATE WAY,0,Unknown,,0,0,0,0,0,0,0,2020-01-07 00:00:00+00:00,0.0,
212150,-122.3983483,47.63867744,212151,Block,32ND AVE W BETWEEN CLISE PL W AND W LYNN ST,0,Unknown,,0,0,0,0,0,0,0,2020-03-20 00:00:00+00:00,16.0,
212153,-122.2864886,47.5601082,212154,Block,RAINIER AVE S BETWEEN S ALASKA ST AND S ANGELINE ST,2b,Serious Injury Collision,Other,2,0,0,1,2,1,0,2020-01-30 00:00:00+00:00,28.0,Wet
212154,-122.3983316,47.67147489,212155,Block,32ND AVE NW BETWEEN NW 59TH S ST AND NW 59TH N ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2020-03-21 00:00:00+00:00,55.0,Dry
212157,-122.3432813,47.62445743,212158,Block,MERCER ST BETWEEN 6TH AVE N AND DEXTER AVE N,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2020-02-28 00:00:00+00:00,14.0,
212158,-122.3168927,47.68528882,212159,Block,NE 78TH ST BETWEEN ROOSEVELT WAY NE AND 11TH AVE NE,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-03-18 00:00:00+00:00,11.0,Dry
212160,-122.3620205,47.62157262,212161,Intersection,4TH AVE W AND ELLIOTT AVE W,2,Injury Collision,Angles,2,0,0,2,1,0,0,2020-03-25 00:00:00+00:00,11.0,Unknown
212161,-122.3338213,47.6185159,212162,Block,DENNY WAY BETWEEN FAIRVIEW AVE AND MINOR AVE,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020-01-23 00:00:00+00:00,14.0,Wet
212165,-122.3449368,47.71957221,212166,Intersection,AURORA AVE N AND N 125TH ST,1,Property Damage Only Collision,Other,2,0,0,2,0,0,0,2020-03-26 00:00:00+00:00,11.0,Dry
212166,-122.3290596,47.56964963,212167,Intersection,4TH AVE S AND W SEA BR EB 4 AV OFF RP,2,Injury Collision,Rear Ended,3,0,0,2,1,0,0,2020-03-11 00:00:00+00:00,11.0,Dry
212167,-122.3006515,47.67577422,212168,Intersection,25TH AVE NE AND NE 65TH ST,2,Injury Collision,Angles,3,0,0,2,1,0,0,2020-03-01 00:00:00+00:00,11.0,Dry
212168,-122.2494065,47.51244954,212169,Block,RAINIER AVE S BETWEEN S COOPER ST AND 68TH AVE S,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2020-01-23 00:00:00+00:00,11.0,Wet
212169,-122.3259549,47.70861145,212170,Intersection,3RD AVE NE AND NE NORTHGATE WAY,0,Unknown,,0,0,0,0,0,0,0,2020-01-23 00:00:00+00:00,0.0,
212170,-122.3505254,47.64970651,212171,Block,N 34TH ST BETWEEN EVANSTON AVE N AND FREMONT AVE N,0,Unknown,,0,0,0,0,0,0,0,2020-04-04 00:00:00+00:00,11.0,
212173,-122.3182339,47.61992718,212174,Intersection,11TH AVE E AND E JOHN ST,2,Injury Collision,Pedestrian,3,1,0,1,1,0,0,2020-01-06 00:00:00+00:00,24.0,Wet
212174,-122.3032572,47.58501971,212175,Block,RAINIER AVE S BETWEEN S PLUM ST AND 23RD AVE S,1,Property Damage Only Collision,Sideswipe,3,0,0,2,0,0,0,2020-03-15 00:00:00+00:00,11.0,Dry
212175,-122.2717986,47.65800884,212176,Intersection,51ST AVE NE AND NE 41ST E ST,1,Property Damage Only Collision,Parked Car,3,0,0,3,0,0,0,2020-01-02 00:00:00+00:00,14.0,Wet
212178,-122.3830616,47.54916575,212179,Block,FAUNTLEROY WAY SW BETWEEN 40TH N AVE SW AND SW RAYMOND ST,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,2020-02-27 00:00:00+00:00,14.0,Dry
212180,-122.2789885,47.55309183,212181,Block,RAINIER AVE S BETWEEN S BRANDON ST AND S LUCILE ST,0,Unknown,,0,0,0,0,0,0,0,2020-04-11 00:00:00+00:00,11.0,
212181,-122.3612977,47.5360414,212182,Block,DELRIDGE WAY SW BETWEEN SYLVAN WAY SW AND SW WEBSTER ST,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020-04-09 00:00:00+00:00,0.0,Dry
212183,-122.3191726,47.66130885,212184,Block,NE 45TH ST BETWEEN 8TH E AVE NE AND 9TH W AVE NE,1,Property Damage Only Collision,Sideswipe,3,0,0,2,0,0,0,2020-02-03 00:00:00+00:00,11.0,Dry
212185,-122.3045929,47.72250708,212186,Block,23RD AVE NE BETWEEN NE 128TH ST AND NE 130TH ST,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2020-02-05 00:00:00+00:00,13.0,
212188,-122.2596063,47.49734769,212189,Intersection,59TH AVE S AND S 118TH ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-01-17 00:00:00+00:00,11.0,Wet
212190,-122.370756,47.67016705,212191,Intersection,11TH AVE NW AND NW 57TH ST,2,Injury Collision,Angles,3,0,0,2,1,0,0,2020-02-27 00:00:00+00:00,11.0,Dry
212192,-122.3175274,47.68529234,212193,Intersection,ROOSEVELT WAY NE AND NE 78TH ST,1,Property Damage Only Collision,Angles,4,0,0,2,0,0,0,2020-01-18 00:00:00+00:00,11.0,Wet
212193,-122.3123197,47.70261284,212194,Block,15TH AVE NE BETWEEN NE 102ND ST AND NE 103RD ST,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2020-03-28 00:00:00+00:00,11.0,
212196,-122.3454233,47.51730344,212197,Intersection,8TH AVE SW AND SW ROXBURY ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020-02-29 00:00:00+00:00,11.0,Wet
212197,-122.2904597,47.5534528,212198,Intersection,33RD AVE S AND S BRANDON ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020-01-26 00:00:00+00:00,11.0,Wet
212198,-122.3058274,47.5884106,212199,Intersection,RAINIER AVE S AND S MASSACHUSETTS ST,3,Fatality Collision,Head On,3,0,0,2,2,0,1,2020-01-18 00:00:00+00:00,11.0,Wet
212200,-122.2938919,47.57472027,212201,Block,WETMORE AVE S BETWEEN 30TH AVE S AND S BYRON ST,0,Unknown,,2,0,0,0,0,0,0,2020-03-29 00:00:00+00:00,13.0,
212202,-122.3290537,47.58397728,212203,Intersection,4TH AVE S AND S WALKER ST,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2020-02-13 00:00:00+00:00,11.0,Dry
212203,-122.3450853,47.73306346,212204,Block,AURORA AVE N BETWEEN N 143RD ST AND ROOSEVELT WAY N,1,Property Damage Only Collision,Rear Ended,4,0,0,4,0,0,0,2020-04-01 00:00:00+00:00,14.0,Dry
212204,-122.3499201,47.65272954,212205,Intersection,FREMONT AVE N AND N 38TH ST,0,Unknown,,0,0,0,0,0,0,0,2020-02-02 00:00:00+00:00,0.0,
212207,-122.3259549,47.70861145,212208,Intersection,3RD AVE NE AND NE NORTHGATE WAY,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,0,2020-04-10 00:00:00+00:00,11.0,Dry
212208,-122.3261613,47.68768204,212209,Block,BANNER WAY NE BETWEEN NE 80TH ST AND 85TH ST ON RP,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2020-02-08 00:00:00+00:00,14.0,Dry
